,0,utime
0,0.4361698376368288,1600146550.633
1,-0.17662312586241055,1600146551.259
2,0.8829476907106175,1600146551.886
3,0.2799208562844062,1600146552.512
4,0.6107319124831949,1600146553.139
5,0.15418945305698364,1600146553.765
6,-0.4647065219942276,1600146554.392
7,-0.3621669501704389,1600146555.018
8,0.2774819966533498,1600146555.645
9,0.013810630977138564,1600146556.272
10,0.4715748121759273,1600146556.899
11,0.243303837124716,1600146557.526
12,0.5851012214485047,1600146558.152
13,0.21400798077229347,1600146558.779
14,1.0794870057210821,1600146559.405
15,0.649800015044871,1600146560.032
16,0.7035114618686596,1600146560.658
17,-0.6258337319325517,1600146561.285
18,0.7767546680162372,1600146561.911
19,0.13344463046502586,1600146562.537
20,0.40810334291381456,1600146563.164
21,0.5216292428626033,1600146563.791
22,0.215233267811392,1600146564.417
23,0.5985345583851808,1600146565.043
24,0.8683104583339695,1600146565.669
25,0.8268070614077582,1600146566.295
26,-0.3475088355184531,1600146566.921
27,0.2628432363053357,1600146567.548
28,0.1822773393791244,1600146568.174
29,-0.3340795731720869,1600146568.801
30,1.3041045299017018,1600146569.427
31,-0.08261371077450942,1600146570.054
32,0.3934610172992793,1600146570.68
33,-0.628266989001932,1600146571.307
34,-0.26815905780314325,1600146571.933
35,-1.0005804234793545,1600146572.56
36,0.07730094521943423,1600146573.186
37,-0.4463801860817769,1600146573.813
38,0.7157296982420117,1600146574.439
39,0.5814528638158004,1600146575.066
40,-0.2547282674854109,1600146575.692
41,-0.3548254144116221,1600146576.319
42,0.43741142303716657,1600146576.945
43,0.2726170104859553,1600146577.572
44,0.222568691684744,1600146578.199
45,0.18838951350853275,1600146578.825
46,-0.5342662271676785,1600146579.451
47,0.7865350634061102,1600146580.078
48,-1.006677317895101,1600146580.704
49,-0.033776417946312316,1600146581.331
50,-1.2788930961225236,1600146581.957
51,0.7816542882012651,1600146582.584
52,0.5704731569000538,1600146583.21
53,0.6986474943488425,1600146583.836
54,0.8024077692976314,1600146584.463
55,0.9342442161214202,1600146585.09
56,1.2272134754452089,1600146585.717
57,-0.17171179648100252,1600146586.343
58,1.2919117597177865,1600146586.97
59,-0.10945491845842503,1600146587.596
60,0.006512387740363678,1600146588.223
61,-0.5867488216858476,1600146588.849
62,-0.2864553436120589,1600146589.475
63,-1.1665817874132702,1600146590.101
64,-0.8528605749644814,1600146590.727
65,-0.6306920968906927,1600146591.354
66,1.230880678058096,1600146591.98
67,0.02970931238188477,1600146592.607
68,0.9635477123306736,1600146593.234
69,-1.2361588095955378,1600146593.86
70,0.17863662160325094,1600146594.486
71,-0.2071050565729604,1600146595.112
72,0.7474852965008284,1600146595.738
73,-0.35847122542538284,1600146596.365
74,1.301685533898406,1600146596.992
75,-0.2937729411528054,1600146597.618
76,-0.4121806349540167,1600146598.244
77,-1.062814891255228,1600146598.871
78,-0.4341522725564392,1600146599.497
79,0.0419224555173495,1600146600.124
80,0.3495401523411382,1600146600.75
81,0.06999964603992696,1600146601.376
82,0.5863575772387157,1600146602.003
83,-0.1399602728124956,1600146602.629
84,0.7853332052612931,1600146603.256
85,0.9269352770850818,1600146603.882
86,-0.05939233859112941,1600146604.509
87,0.10906520198265933,1600146605.135
88,0.06756180505644806,1600146605.762
89,-0.6111486231197633,1600146606.388
90,-0.9541656919209744,1600146607.015
91,-0.2644679169721857,1600146607.641
92,0.39837438922660295,1600146608.268
93,-0.3975235389496083,1600146608.894
94,-0.2022105296258196,1600146609.521
95,-0.7637334578020308,1600146610.147
96,0.22991939527175784,1600146610.774
97,-0.0569453297794534,1600146611.4
98,0.5936899451693354,1600146612.027
99,0.5643935794931241,1600146612.653
100,0.3104878388169128,1600146613.28
101,-0.5049413393592985,1600146613.906
102,-0.8296478612855097,1600146614.533
103,0.22870225741327896,1600146615.159
104,-0.7576253582629323,1600146615.786
105,-0.07036898956414357,1600146616.412
106,-0.14483137086535486,1600146617.039
107,-0.3889714865415661,1600146617.666
108,-0.5024963678427774,1600146618.292
109,-0.061822030393988675,1600146618.919
110,0.4520944945548001,1600146619.545
111,0.3800735195035888,1600146620.171
112,-0.2424845649226225,1600146620.798
113,-0.6123571024738338,1600146621.424
114,0.6583953599749549,1600146622.051
115,0.0932103224237437,1600146622.677
116,-0.6245626057524676,1600146623.304
117,-0.6489761589286789,1600146623.93
118,-0.04594830585489012,1600146624.557
119,-0.8540532652811014,1600146625.183
120,-0.8491699434573127,1600146625.81
121,-1.226366699758524,1600146626.436
122,1.0417002158152648,1600146627.062
123,0.01386869388905352,1600146627.689
124,1.3224629532128422,1600146628.315
125,0.35078377503663105,1600146628.941
126,-0.09721376251458028,1600146629.568
127,0.3935094030592085,1600146630.195
128,0.4215860842579972,1600146630.821
129,-0.0019973907932141124,1600146631.447
130,-0.6770457095944253,1600146632.074
131,-0.7173284033956366,1600146632.7
132,-0.6819275034468479,1600146633.327
133,0.4179265215019408,1600146633.953
134,-0.9089772660492704,1600146634.579
135,-0.2546798817254817,1600146635.206
136,0.28731281509830703,1600146635.832
137,-0.3523351130779043,1600146636.459
138,-0.2241607756291156,1600146637.085
139,0.4240330930696732,1600146637.712
140,0.4362406336434619,1600146638.338
141,0.6645126273422506,1600146638.964
142,0.40084126166603934,1600146639.591
143,0.994103489739828,1600146640.217
144,-0.3340210009363832,1600146640.844
145,-0.35843455411259445,1600146641.47
146,-0.7820180291638057,1600146642.096
147,-0.8015487698400171,1600146642.723
148,0.08834431760877172,1600146643.349
149,-1.2934911105674396,1600146643.976
150,0.4252593987563492,1600146644.602
151,-1.3154627481698622,1600146645.229
152,0.11642252677892664,1600146645.855
153,0.30563202047771537,1600146646.482
154,-0.16800028269849593,1600146647.108
155,1.4860529610002928,1600146647.735
156,-0.11672973280091845,1600146648.361
157,-0.13870187972712975,1600146648.988
158,-0.04592793290334101,1600146649.614
159,-0.9333785954545524,1600146650.241
160,-0.4585245705057636,1600146650.867
161,-0.5281041393069749,1600146651.493
162,-0.6916778487331859,1600146652.119
163,-0.6245386675343974,1600146652.746
164,-0.5256612050856087,1600146653.372
165,0.59860688236318,1600146653.998
166,0.1615956729369688,1600146654.625
167,0.5485590728857576,1600146655.251
168,0.5168213009595463,1600146655.878
169,-0.08376412721666501,1600146656.505
170,0.9074473196071238,1600146657.131
171,-0.8027572491940875,1600146657.758
172,-0.32424111487029883,1600146658.384
173,-0.96144763679651,1600146659.011
174,0.07370912252727863,1600146659.637
175,-1.2165735712739327,1600146660.264
176,-0.09840899945014392,1600146660.89
177,-0.9638870057513552,1600146661.517
178,0.24583030044743354,1600146662.143
179,-0.20216723710377774,1600146662.77
180,-0.360858134029989,1600146663.396
181,1.5165837815437997,1600146664.023
182,0.12986554086758845,1600146664.648
183,0.5668777689413772,1600146665.275
184,0.5986165595151659,1600146665.901
185,-0.8344883999110454,1600146666.528
186,0.35447695316274336,1600146667.154
187,-0.7856592562634679,1600146667.781
188,0.01756390931032082,1600146668.407
189,-0.6074355813658905,1600146669.033
190,0.2983266467078983,1600146669.659
191,0.16649121853168694,1600146670.286
192,0.7512085247304757,1600146670.912
193,0.4692266121792645,1600146671.538
194,-0.4755970972469468,1600146672.165
195,1.075917083951842,1600146672.791
196,1.3322652495256306,1600146673.418
197,0.6328028682244193,1600146674.044
198,0.08836978379820809,1600146674.671
199,0.4142980274969969,1600146675.297
200,-0.5097737288042145,1600146675.923
201,-1.1152419694804256,1600146676.549
202,-0.04102271015663698,1600146677.175
203,-0.34375657583284824,1600146677.802
204,0.2775818241159405,1600146678.428
205,0.3251897553147292,1600146679.055
206,0.1518504208885179,1600146679.681
207,0.7817337427123067,1600146680.307
208,0.8623006582860954,1600146680.934
209,0.7499964801098841,1600146681.56
210,0.3251923019336728,1600146682.186
211,0.3032201550074616,1600146682.813
212,-0.5903340231687497,1600146683.439
213,-0.7441421075949609,1600146684.066
214,0.7683095736038278,1600146684.692
215,-0.3730473389473835,1600146685.318
216,-0.5390624546235948,1600146685.945
217,-1.1237787421748058,1600146686.571
218,-1.0969227641010173,1600146687.198
219,1.0661636827227714,1600146687.824
220,0.02246302017156011,1600146688.451
221,0.22143813887034888,1600146689.077
222,0.4008820075691376,1600146689.703
223,0.2299840793929263,1600146690.33
224,-0.20214431753328505,1600146690.956
225,0.14331517616550374,1600146691.583
226,0.3227590448642925,1600146692.209
227,0.0676326010630812,1600146692.835
228,0.12500615726186992,1600146693.461
229,-0.6245050521643414,1600146694.088
230,-0.22899673034055265,1600146694.714
231,-0.003166142891763889,1600146695.341
232,-0.5952066491929752,1600146695.968
233,0.2605067507558136,1600146696.594
234,0.3557221038296023,1600146697.221
235,-0.03856449622160898,1600146697.847
236,0.2226664818521797,1600146698.474
237,0.8208115224259684,1600146699.1
238,1.0088003129997571,1600146699.726
