,0,utime
0,-0.7429069192323213,1600147197.192
1,-0.42430339521519067,1600147197.818
2,0.037123191679354316,1600147198.445
3,0.47291502134103,1600147199.071
4,0.6010896635027057,1600147199.697
5,0.4839029775393813,1600147200.323
6,0.17018308845105706,1600147200.949
7,-0.3876774256372673,1600147201.576
8,-0.9211238772255916,1600147202.202
9,0.13478513993608407,1600147202.828
10,0.2263386883477597,1600147203.455
11,0.24831215863443545,1600147204.081
12,0.1189184414211111,1600147204.708
13,0.6645735523327868,1600147205.335
14,1.1406485851194623,1600147205.961
15,0.28249510228113817,1600147206.588
16,0.04079669756781383,1600147207.214
17,-0.032444675895510484,1600147207.841
18,-0.8320044087338349,1600147208.467
19,-0.6488981259471591,1600147209.094
20,-0.09591879628548346,1600147209.72
21,0.027373033376192225,1600147210.347
22,0.1433406442878679,1600147210.973
23,-0.2961116666754564,1600147211.599
24,0.03836180361121926,1600147212.225
25,-0.06051433547710506,1600147212.852
26,0.04446694730957063,1600147213.479
27,-0.8197900511537537,1600147214.105
28,0.339878731632922,1600147214.732
29,-0.028772798080402336,1600147215.358
30,0.5156616097062734,1600147215.985
31,0.19705890811794904,1600147216.611
32,0.2043839409046247,1600147217.238
33,-0.6342382919336996,1600147217.864
34,-1.034628102897024,1600147218.491
35,0.8415934142646517,1600147219.118
36,-0.3229565529486726,1600147219.744
37,0.0115169173380031,1600147220.37
38,-0.11665609675032122,1600147220.997
39,-0.5036181733386456,1600147221.623
40,0.5925740469480302,1600147222.25
41,-0.17524740464029415,1600147222.876
42,-0.3180688562286185,1600147223.503
43,0.4814925046830572,1600147224.129
44,0.09697183434473286,1600147224.756
45,-0.04340821099359146,1600147225.382
46,-0.5951652094569158,1600147226.009
47,0.3533219327047599,1600147226.635
48,-0.6623022532585644,1600147227.262
49,-0.05683268922188875,1600147227.888
50,0.09941812481478693,1600147228.515
51,-0.0031201236485373877,1600147229.141
52,-0.3229435283618617,1600147229.768
53,-0.370550136200186,1600147230.394
54,0.7048901309614897,1600147231.021
55,-0.8588297581268347,1600147231.647
56,0.466854649659841,1600147232.273
57,0.2727636668215167,1600147232.899
58,0.061582840233192375,1600147233.526
59,0.17266763864486806,1600147234.152
60,0.22027587455654374,1600147234.779
61,0.16656575109321942,1600147235.405
62,-0.3510115598701049,1600147236.031
63,-0.014096683333429231,1600147236.658
64,0.4290193650782465,1600147237.284
65,0.2752115853649221,1600147237.91
66,0.2471362275265978,1600147238.537
67,0.7293147759382735,1600147239.163
68,-0.7025691756500508,1600147239.79
69,0.14093749776162484,1600147240.416
70,0.2727742492983005,1600147241.043
71,0.2178434227099762,1600147241.669
72,0.3118383773716519,1600147242.296
73,-0.19231119921667245,1600147242.923
74,0.5559806304450032,1600147243.549
75,-0.7855712898933209,1600147244.175
76,0.2666756178933546,1600147244.801
77,-0.7623763024449697,1600147245.428
78,-0.6659399415332939,1600147246.054
79,-0.7574918618716183,1600147246.68
80,0.5657511396650573,1600147247.307
81,-0.6598339837982671,1600147247.933
82,0.9856746427384088,1600147248.56
83,-0.06168782447491565,1600147249.186
84,0.23494384893676004,1600147249.813
85,0.3557942723484357,1600147250.439
86,-0.0751131167398886,1600147251.065
87,-0.14225097457821292,1600147251.692
88,-0.5841446917915373,1600147252.318
89,-0.2386848933798616,1600147252.944
90,-0.1544555637181859,1600147253.571
91,0.2715706409434898,1600147254.198
92,-0.3949324512698345,1600147254.824
93,-0.06167968410815885,1600147255.451
94,-0.13125894819648318,1600147256.077
95,0.2459391314651925,1600147256.703
96,0.4925219767518682,1600147257.33
97,0.4620052126635439,1600147257.956
98,-0.8710017857997805,1600147258.582
99,-0.6732470655131048,1600147259.209
100,-0.3448771108514291,1600147259.835
101,0.4839811250602466,1600147260.462
102,-0.3290063421530777,1600147261.088
103,0.27402181563359795,1600147261.715
104,-0.3070320578297264,1600147262.341
105,-0.5487304625430507,1600147262.968
106,-0.16298746100637498,1600147263.594
107,-0.5865706313446993,1600147264.22
108,0.13364502644197634,1600147264.846
109,0.664651699853652,1600147265.473
110,-0.1239217048596723,1600147266.099
111,0.2715869216770034,1600147266.725
112,0.5096248450886791,1600147267.352
113,0.33994792475035474,1600147267.978
114,-0.8062914955879695,1600147268.604
115,-0.6561441971762939,1600147269.231
116,0.34971599186038177,1600147269.857
117,0.3607031340220575,1600147270.484
118,-0.9356827706912668,1600147271.11
119,-0.7293831285295912,1600147271.736
120,-0.8892944238679155,1600147272.363
121,0.6207161557937602,1600147272.99
122,0.21666423545543587,1600147273.616
123,-0.3375341692578885,1600147274.243
124,-0.01282632397121278,1600147274.869
125,-1.2249837130595371,1600147275.496
126,0.3045581166021386,1600147276.123
127,-0.3228824756111857,1600147276.749
128,0.048212088425489935,1600147277.375
129,-0.05432616003783438,1600147278.002
130,0.3765828571238413,1600147278.628
131,-0.40832843821448295,1600147279.254
132,1.0858130008221931,1600147279.881
133,0.5010970179838683,1600147280.507
134,0.186156425770544,1600147281.133
135,0.028686536682219693,1600147281.76
136,-0.2886954617811046,1600147282.387
137,-0.003050116494428945,1600147283.013
138,0.07019288504224673,1600147283.639
139,0.032351902203922416,1600147284.266
140,1.104130059990598,1600147284.892
141,0.3363086084022738,1600147285.519
142,-0.14464760881105054,1600147286.146
143,-0.033562810399374865,1600147286.772
144,-0.5889819182376992,1600147287.399
145,-0.4913248542010235,1600147288.025
146,-0.30211505578934783,1600147288.652
147,0.9002783363723279,1600147289.278
148,-0.4070938964659965,1600147289.904
149,0.0763053550706792,1600147290.531
150,0.18861085660735488,1600147291.158
151,-0.29356606373096944,1600147291.784
152,-0.28990314031929376,1600147292.411
153,0.4156640799673819,1600147293.037
154,-0.1910245591209424,1600147293.663
155,-0.7159260888342667,1600147294.29
156,-0.023786602922591042,1600147294.916
157,-0.11289711701091534,1600147295.543
158,0.7513615095257603,1600147296.169
159,-0.347270488937564,1600147296.796
160,0.4925740750991117,1600147297.422
161,0.36073895163578734,1600147298.049
162,0.004294453172463044,1600147298.675
163,-0.3863297327908613,1600147299.302
164,-1.0088875125041856,1600147299.928
165,0.10683595778249008,1600147300.554
166,0.015284037444165762,1600147301.181
167,-0.7098128047691585,1600147301.807
168,-0.7684057407324829,1600147302.433
169,-0.6597623485708072,1600147303.06
170,0.4547404185908685,1600147303.686
171,0.3460986545025442,1600147304.313
